mode_type,difficulty,rows,bucket_index,multiplier,probability,source,notes
normal,Low,8,0,5.6,7.959059981015918772e-03,authoritative_multiplier_table+symmetric_design,mode=normal_low_8; theta=-0.075291; rebalance_alpha=0.9200; std_floor_two_point_blend; base_std=0.51162768; chosen_std=0.70000000; blend_t=0.12174420; max_var_std=1.46167361; std_rule=0.6-60.0
100balls,High,12,114,57.02,2.599999870000006255e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,115,57.12,2.399999880000005961e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,116,57.22,1.499999925000003692e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,117,57.32,3.599999820000009077e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,118,57.42,9.999999500000025516e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,119,57.52,1.999999900000005103e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,120,57.62,2.799999860000006819e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,121,57.72,8.999999550000022694e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,122,57.82,3.599999820000009077e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,123,57.92,1.399999930000003410e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,124,58.01,2.399999880000005961e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,125,58.11,3.499999825000008795e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,126,58.21,1.499999925000003692e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,127,58.31,5.399999730000013074e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,128,58.41,2.699999865000006537e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,129,58.51,1.999999900000005103e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,130,58.61,3.799999810000009642e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,131,58.71,7.999999600000019871e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,132,58.81,3.999999800000010207e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,133,58.9,3.499999825000008795e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,134,59.0,3.199999840000007948e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,135,59.1,4.199999790000010229e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,136,59.2,1.899999905000004821e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,137,59.3,4.099999795000010489e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,138,59.4,2.799999860000006819e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,139,59.5,1.699999915000004256e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,140,59.6,4.899999755000012747e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,141,59.7,1.999999900000005103e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,142,59.8,4.599999770000011358e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,143,59.9,5.499999725000013356e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,144,59.99,1.599999920000003974e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,145,60.09,5.099999745000012227e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,146,60.19,1.899999905000004821e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,147,60.29,4.899999755000012747e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,148,60.39,5.799999710000014203e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,149,60.49,2.999999850000007384e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,150,60.59,4.499999775000011076e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,151,60.69,2.499999875000006515e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,152,60.79,3.099999845000007666e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,153,60.88,5.999999700000014768e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,154,60.98,2.699999865000006537e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,155,61.08,5.699999715000013921e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,156,61.18,2.599999870000006255e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,157,61.28,2.999999850000007384e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,158,61.38,7.099999645000017873e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,159,61.48,2.499999875000006515e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,160,61.58,6.099999695000015050e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,161,61.68,4.499999775000011076e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,162,61.78,3.299999835000008231e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,163,61.88,6.999999650000017590e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,164,61.97,2.299999885000005679e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,165,62.07,5.699999715000013921e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,166,62.17,6.099999695000015050e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,167,62.27,2.799999860000006819e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,168,62.37,6.799999660000017026e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,169,62.47,2.799999860000006819e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,170,62.57,6.299999685000015615e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,171,62.67,5.199999740000012510e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,172,62.77,3.599999820000009077e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,173,62.86,6.899999655000017308e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,174,62.96,3.699999815000009360e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,175,63.06,5.599999720000013639e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,176,63.16,5.999999700000014768e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,177,63.26,2.499999875000006515e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,178,63.36,7.499999625000019002e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,179,63.46,4.899999755000012747e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,180,63.56,3.899999805000009924e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,181,63.66,8.999999550000022152e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,182,63.76,4.099999795000010489e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,183,63.86,8.699999565000021305e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,184,63.95,6.499999675000016179e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,185,64.05,4.799999760000011923e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,186,64.15,8.799999560000021587e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,187,64.25,4.099999795000010489e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,188,64.35,8.199999590000020978e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,189,64.45,7.599999620000019284e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,190,64.55,4.899999755000012747e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,191,64.65,9.199999540000022716e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,192,64.75,4.899999755000012747e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,193,64.84,7.699999615000019566e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,194,64.94,7.899999605000020131e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,195,65.04,4.299999785000010511e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,196,65.14,8.499999575000020740e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,197,65.24,6.099999695000015050e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,198,65.34,6.099999695000015050e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,199,65.44,9.999999500000026059e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,200,65.54,4.499999775000011076e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,201,65.64,1.249999937500003095e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,202,65.74,6.399999680000015897e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,203,65.84,5.599999720000013639e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,204,65.93,1.059999947000002558e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,205,66.03,5.899999705000014485e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,206,66.13,1.119999944000002728e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,207,66.23,1.019999949000002445e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,208,66.33,6.299999685000015615e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,209,66.43,1.169999941500002869e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,210,66.53,4.399999780000010794e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,211,66.63,1.019999949000002445e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,212,66.73,9.399999530000023281e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,213,66.82,7.299999635000018437e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,214,66.92,1.129999943500002756e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,215,67.02,5.099999745000012227e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,216,67.12,9.399999530000023281e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,217,67.22,1.029999948500002474e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,218,67.32,6.299999685000015615e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,219,67.42,1.149999942500002812e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,220,67.52,5.999999700000014768e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,221,67.62,7.299999635000018437e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
100balls,High,12,222,67.72,1.209999939500002982e-03,authoritative_multiplier_table+symmetric_design,mode=buy100_high_12; theta=-0.015936; true_100balls_mc; balls=100; samples=100000; outcomes=1359; buy_cost=99.0; flatten_alpha=0.74; variants_per_payout<=24
