mode_type,difficulty,rows,bucket_index,multiplier,probability,source,notes
100balls,High,8,3,29.700000,2.098859012649735012e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_8
100balls,High,8,4,19.800000,2.182348203464077596e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_8
100balls,High,8,5,29.700000,2.098859012649735012e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_8
100balls,High,8,6,148.500000,1.314298221491674301e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_8
100balls,High,8,7,396.000000,4.956492446419536596e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_8
100balls,High,8,8,2871.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_high_8
normal,High,9,0,43.000000,4.373713776763745593e-08,authoritative_multiplier_table+rtp_solver,mode=normal_high_9
normal,High,9,1,7.000000,1.762234237732533682e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_9
normal,High,9,2,2.000000,1.058194448035958829e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_9
normal,High,9,3,0.600000,1.748018380324171395e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_9
normal,High,9,4,0.200000,2.017558529180927263e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_9
normal,High,9,5,0.200000,2.017558529180927263e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_9
normal,High,9,6,0.600000,1.748018380324171395e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_9
normal,High,9,7,2.000000,1.058194448035958829e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_9
normal,High,9,8,7.000000,1.762234237732533682e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_9
normal,High,9,9,43.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_high_9
100balls,High,9,0,4257.000000,4.373713776763761475e-08,authoritative_multiplier_table+rtp_solver,mode=buy100_high_9
100balls,High,9,1,693.000000,1.762234237732535069e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_9
100balls,High,9,2,198.000000,1.058194448035959107e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_9
100balls,High,9,3,59.400000,1.748018380324171395e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_9
100balls,High,9,4,19.800000,2.017558529180927263e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_9
100balls,High,9,5,19.800000,2.017558529180927263e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_9
100balls,High,9,6,59.400000,1.748018380324171395e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_9
100balls,High,9,7,198.000000,1.058194448035959107e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_9
100balls,High,9,8,693.000000,1.762234237732535069e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_9
100balls,High,9,9,4257.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_high_9
normal,High,10,0,76.000000,6.294261175769330428e-13,authoritative_multiplier_table+rtp_solver,mode=normal_high_10
normal,High,10,1,10.000000,6.175280020402571131e-03,authoritative_multiplier_table+rtp_solver,mode=normal_high_10
normal,High,10,2,3.000000,7.085714912489049500e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_10
normal,High,10,3,0.900000,1.473335932115890923e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_10
normal,High,10,4,0.300000,1.816082297839378967e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_10
normal,High,10,5,0.200000,1.880504957177304148e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_10
normal,High,10,6,0.300000,1.816082297839378967e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_10
normal,High,10,7,0.900000,1.473335932115890923e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_10
normal,High,10,8,3.000000,7.085714912489049500e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_10
normal,High,10,9,10.000000,6.175280020402571131e-03,authoritative_multiplier_table+rtp_solver,mode=normal_high_10
normal,High,10,10,76.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_high_10
100balls,High,10,0,7524.000000,6.294261175769330428e-13,authoritative_multiplier_table+rtp_solver,mode=buy100_high_10
100balls,High,10,1,990.000000,6.175280020402571131e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_high_10
100balls,High,10,2,297.000000,7.085714912489049500e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_10
100balls,High,10,3,89.100000,1.473335932115890923e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_10
100balls,High,10,4,29.700000,1.816082297839378967e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_10
100balls,High,10,5,19.800000,1.880504957177304148e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_10
100balls,High,10,6,29.700000,1.816082297839378967e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_10
100balls,High,10,7,89.100000,1.473335932115890923e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_10
100balls,High,10,8,297.000000,7.085714912489049500e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_10
100balls,High,10,9,990.000000,6.175280020402571131e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_high_10
100balls,High,10,10,7524.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_high_10
normal,High,11,0,120.000000,2.436494618385039448e-18,authoritative_multiplier_table+rtp_solver,mode=normal_high_11
normal,High,11,1,14.000000,2.021968371710006814e-03,authoritative_multiplier_table+rtp_solver,mode=normal_high_11
normal,High,11,2,5.200000,3.502140679218255365e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_11
normal,High,11,3,1.400000,1.199957824806988926e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_11
normal,High,11,4,0.400000,1.659248176632515948e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_11
normal,High,11,5,0.200000,1.770355246921569425e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_11
normal,High,11,6,0.200000,1.770355246921569425e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_11
normal,High,11,7,0.400000,1.659248176632515948e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_11
normal,High,11,8,1.400000,1.199957824806988926e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_11
normal,High,11,9,5.200000,3.502140679218255365e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_11
normal,High,11,10,14.000000,2.021968371710006814e-03,authoritative_multiplier_table+rtp_solver,mode=normal_high_11
normal,High,11,11,120.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_high_11
100balls,High,11,0,11880.000000,2.436494618385039448e-18,authoritative_multiplier_table+rtp_solver,mode=buy100_high_11
100balls,High,11,1,1386.000000,2.021968371710006814e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_high_11
100balls,High,11,2,514.800000,3.502140679218256059e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_11
100balls,High,11,3,138.600000,1.199957824806988926e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_11
100balls,High,11,4,39.600000,1.659248176632515948e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_11
100balls,High,11,5,19.800000,1.770355246921569425e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_11
100balls,High,11,6,19.800000,1.770355246921569425e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_11
100balls,High,11,7,39.600000,1.659248176632515948e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_11
100balls,High,11,8,138.600000,1.199957824806988926e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_11
100balls,High,11,9,514.800000,3.502140679218256059e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_11
100balls,High,11,10,1386.000000,2.021968371710006814e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_high_11
100balls,High,11,11,11880.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_high_11
normal,High,12,0,170.000000,7.270701760362477004e-23,authoritative_multiplier_table+rtp_solver,mode=normal_high_12
normal,High,12,1,24.000000,1.660725604490014082e-04,authoritative_multiplier_table+rtp_solver,mode=normal_high_12
normal,High,12,2,8.100000,1.658204560452487819e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_12
normal,High,12,3,2.000000,9.697964298196579125e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_12
normal,High,12,4,0.700000,1.413021108360574818e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_12
normal,High,12,5,0.200000,1.633130853446685404e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_12
normal,High,12,6,0.200000,1.633130853446685404e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_12
normal,High,12,7,0.200000,1.633130853446685404e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_12
normal,High,12,8,0.700000,1.413021108360574818e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_12
normal,High,12,9,2.000000,9.697964298196579125e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_12
normal,High,12,10,8.100000,1.658204560452487819e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_12
normal,High,12,11,24.000000,1.660725604490014082e-04,authoritative_multiplier_table+rtp_solver,mode=normal_high_12
normal,High,12,12,170.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_high_12
100balls,High,12,0,16830.000000,7.270701760362579272e-23,authoritative_multiplier_table+rtp_solver,mode=buy100_high_12
100balls,High,12,1,2376.000000,1.660725604490016793e-04,authoritative_multiplier_table+rtp_solver,mode=buy100_high_12
100balls,High,12,2,801.900000,1.658204560452489207e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_12
100balls,High,12,3,198.000000,9.697964298196580513e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_12
100balls,High,12,4,69.300000,1.413021108360574818e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_12
100balls,High,12,5,19.800000,1.633130853446685404e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_12
100balls,High,12,6,19.800000,1.633130853446685404e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_12
100balls,High,12,7,19.800000,1.633130853446685404e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_12
100balls,High,12,8,69.300000,1.413021108360574818e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_12
100balls,High,12,9,198.000000,9.697964298196580513e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_12
100balls,High,12,10,801.900000,1.658204560452489207e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_12
100balls,High,12,11,2376.000000,1.660725604490016793e-04,authoritative_multiplier_table+rtp_solver,mode=buy100_high_12
100balls,High,12,12,16830.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_high_12
normal,High,13,0,260.000000,9.846366263787983133e-34,authoritative_multiplier_table+rtp_solver,mode=normal_high_13
normal,High,13,1,37.000000,4.315776068556499211e-06,authoritative_multiplier_table+rtp_solver,mode=normal_high_13
normal,High,13,2,11.000000,7.208877953146273533e-03,authoritative_multiplier_table+rtp_solver,mode=normal_high_13
normal,High,13,3,4.000000,5.315534696545707455e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_13
normal,High,13,4,1.000000,1.251438488474507782e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_13
normal,High,13,5,0.200000,1.572435552289386806e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_13
normal,High,13,6,0.200000,1.572435552289386806e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_13
normal,High,13,7,0.200000,1.572435552289386806e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_13
normal,High,13,8,0.200000,1.572435552289386806e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_13
normal,High,13,9,1.000000,1.251438488474507782e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_13
normal,High,13,10,4.000000,5.315534696545707455e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_13
normal,High,13,11,11.000000,7.208877953146273533e-03,authoritative_multiplier_table+rtp_solver,mode=normal_high_13
normal,High,13,12,37.000000,4.315776068556499211e-06,authoritative_multiplier_table+rtp_solver,mode=normal_high_13
normal,High,13,13,260.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_high_13
100balls,High,13,0,25740.000000,9.846366263787983133e-34,authoritative_multiplier_table+rtp_solver,mode=buy100_high_13
100balls,High,13,1,3663.000000,4.315776068556499211e-06,authoritative_multiplier_table+rtp_solver,mode=buy100_high_13
100balls,High,13,2,1089.000000,7.208877953146273533e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_high_13
100balls,High,13,3,396.000000,5.315534696545707455e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_13
100balls,High,13,4,99.000000,1.251438488474507782e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_13
100balls,High,13,5,19.800000,1.572435552289386806e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_13
100balls,High,13,6,19.800000,1.572435552289386806e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_13
100balls,High,13,7,19.800000,1.572435552289386806e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_13
100balls,High,13,8,19.800000,1.572435552289386806e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_13
100balls,High,13,9,99.000000,1.251438488474507782e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_13
100balls,High,13,10,396.000000,5.315534696545707455e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_13
100balls,High,13,11,1089.000000,7.208877953146273533e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_high_13
100balls,High,13,12,3663.000000,4.315776068556499211e-06,authoritative_multiplier_table+rtp_solver,mode=buy100_high_13
100balls,High,13,13,25740.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_high_13
normal,High,14,0,420.000000,5.518516004672767400e-52,authoritative_multiplier_table+rtp_solver,mode=normal_high_14
normal,High,14,1,56.000000,2.939225206850347893e-08,authoritative_multiplier_table+rtp_solver,mode=normal_high_14
normal,High,14,2,18.000000,1.079140325549181496e-03,authoritative_multiplier_table+rtp_solver,mode=normal_high_14
normal,High,14,3,5.000000,3.933104102114048928e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_14
normal,High,14,4,1.900000,9.271087849008186055e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_14
normal,High,14,5,0.300000,1.443227178294573254e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_14
normal,High,14,6,0.200000,1.483704619610126951e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_14
normal,High,14,7,0.200000,1.483704619610126951e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_14
normal,High,14,8,0.200000,1.483704619610126951e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_14
normal,High,14,9,0.300000,1.443227178294573254e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_14
normal,High,14,10,1.900000,9.271087849008186055e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_14
normal,High,14,11,5.000000,3.933104102114048928e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_14
normal,High,14,12,18.000000,1.079140325549181496e-03,authoritative_multiplier_table+rtp_solver,mode=normal_high_14
normal,High,14,13,56.000000,2.939225206850347893e-08,authoritative_multiplier_table+rtp_solver,mode=normal_high_14
normal,High,14,14,420.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_high_14
100balls,High,14,0,41580.000000,5.518516004672767400e-52,authoritative_multiplier_table+rtp_solver,mode=buy100_high_14
100balls,High,14,1,5544.000000,2.939225206850347893e-08,authoritative_multiplier_table+rtp_solver,mode=buy100_high_14
100balls,High,14,2,1782.000000,1.079140325549181496e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_high_14
100balls,High,14,3,495.000000,3.933104102114048928e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_14
100balls,High,14,4,188.100000,9.271087849008186055e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_14
100balls,High,14,5,29.700000,1.443227178294573254e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_14
100balls,High,14,6,19.800000,1.483704619610126951e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_14
100balls,High,14,7,19.800000,1.483704619610126951e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_14
100balls,High,14,8,19.800000,1.483704619610126951e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_14
100balls,High,14,9,29.700000,1.443227178294573254e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_14
100balls,High,14,10,188.100000,9.271087849008186055e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_14
100balls,High,14,11,495.000000,3.933104102114048928e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_14
100balls,High,14,12,1782.000000,1.079140325549181496e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_high_14
100balls,High,14,13,5544.000000,2.939225206850347893e-08,authoritative_multiplier_table+rtp_solver,mode=buy100_high_14
100balls,High,14,14,41580.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_high_14
normal,High,15,0,620.000000,2.479326878329313299e-71,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
normal,High,15,1,83.000000,6.775222136489644022e-11,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
normal,High,15,2,27.000000,1.359676813283391733e-04,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
normal,High,15,3,8.000000,1.869769318554662454e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
normal,High,15,4,3.000000,6.831441102807155052e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
normal,High,15,5,0.500000,1.305793426821752479e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
normal,High,15,6,0.200000,1.411360426775629950e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
normal,High,15,7,0.200000,1.411360426775629950e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
normal,High,15,8,0.200000,1.411360426775629950e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
normal,High,15,9,0.200000,1.411360426775629950e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
normal,High,15,10,0.500000,1.305793426821752479e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
normal,High,15,11,3.000000,6.831441102807155052e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
normal,High,15,12,8.000000,1.869769318554662454e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
normal,High,15,13,27.000000,1.359676813283391733e-04,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
normal,High,15,14,83.000000,6.775222136489644022e-11,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
normal,High,15,15,620.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_high_15
100balls,High,15,0,61380.000000,2.479326878329313299e-71,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
100balls,High,15,1,8217.000000,6.775222136489644022e-11,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
100balls,High,15,2,2673.000000,1.359676813283391733e-04,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
100balls,High,15,3,792.000000,1.869769318554662454e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
100balls,High,15,4,297.000000,6.831441102807155052e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
100balls,High,15,5,49.500000,1.305793426821752479e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
100balls,High,15,6,19.800000,1.411360426775629950e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
100balls,High,15,7,19.800000,1.411360426775629950e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
100balls,High,15,8,19.800000,1.411360426775629950e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
100balls,High,15,9,19.800000,1.411360426775629950e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
100balls,High,15,10,49.500000,1.305793426821752479e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
100balls,High,15,11,297.000000,6.831441102807155052e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
100balls,High,15,12,792.000000,1.869769318554662454e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
100balls,High,15,13,2673.000000,1.359676813283391733e-04,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
100balls,High,15,14,8217.000000,6.775222136489644022e-11,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
100balls,High,15,15,61380.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_high_15
normal,High,16,0,1000.000000,2.806724366214859488e-144,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,1,130.000000,4.357954104058563896e-20,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,2,26.000000,3.055717843155454449e-05,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,3,9.000000,8.162732404776027600e-03,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,4,4.000000,4.222575418229998490e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,5,2.000000,8.148434096760935608e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,6,0.200000,1.472384461067532124e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,7,0.200000,1.472384461067532124e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,8,0.200000,1.472384461067532124e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,9,0.200000,1.472384461067532124e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,10,0.200000,1.472384461067532124e-01,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,11,2.000000,8.148434096760935608e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,12,4.000000,4.222575418229998490e-02,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,13,9.000000,8.162732404776027600e-03,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,14,26.000000,3.055717843155454449e-05,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,15,130.000000,4.357954104058563896e-20,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
normal,High,16,16,1000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_high_16
100balls,High,16,0,99000.000000,2.806724366214859488e-144,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,1,12870.000000,4.357954104058563896e-20,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,2,2574.000000,3.055717843155454449e-05,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,3,891.000000,8.162732404776027600e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,4,396.000000,4.222575418229998490e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,5,198.000000,8.148434096760935608e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,6,19.800000,1.472384461067532124e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,7,19.800000,1.472384461067532124e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,8,19.800000,1.472384461067532124e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,9,19.800000,1.472384461067532124e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,10,19.800000,1.472384461067532124e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,11,198.000000,8.148434096760935608e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,12,396.000000,4.222575418229998490e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,13,891.000000,8.162732404776027600e-03,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,14,2574.000000,3.055717843155454449e-05,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,15,12870.000000,4.357954104058563896e-20,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
100balls,High,16,16,99000.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_high_16
normal,Expert,8,0,500.000000,3.141803480916167918e-42,authoritative_multiplier_table+rtp_solver,mode=normal_expert_8
normal,Expert,8,1,46.000000,5.292924369987454450e-05,authoritative_multiplier_table+rtp_solver,mode=normal_expert_8
normal,Expert,8,2,11.000000,3.922666034075006358e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_8
normal,Expert,8,3,0.100000,3.071466069436999957e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_8
normal,Expert,8,4,0.100000,3.071466069436999957e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_8
normal,Expert,8,5,0.100000,3.071466069436999957e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_8
normal,Expert,8,6,11.000000,3.922666034075006358e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_8
normal,Expert,8,7,46.000000,5.292924369987454450e-05,authoritative_multiplier_table+rtp_solver,mode=normal_expert_8
normal,Expert,8,8,500.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=normal_expert_8
100balls,Expert,8,0,49500.000000,3.141803480916256494e-42,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_8
100balls,Expert,8,1,4554.000000,5.292924369987472068e-05,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_8
100balls,Expert,8,2,1089.000000,3.922666034075009134e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_8
100balls,Expert,8,3,9.900000,3.071466069436999957e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_8
100balls,Expert,8,4,9.900000,3.071466069436999957e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_8
100balls,Expert,8,5,9.900000,3.071466069436999957e-01,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_8
100balls,Expert,8,6,1089.000000,3.922666034075009134e-02,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_8
100balls,Expert,8,7,4554.000000,5.292924369987472068e-05,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_8
100balls,Expert,8,8,49500.000000,9.999999999999999547e-07,authoritative_multiplier_table+rtp_solver,mode=buy100_expert_8
normal,Expert,9,0,1000.000000,1.607279674897236323e-64,authoritative_multiplier_table+rtp_solver,mode=normal_expert_9
normal,Expert,9,1,78.000000,2.852709604070476025e-06,authoritative_multiplier_table+rtp_solver,mode=normal_expert_9
normal,Expert,9,2,15.000000,2.725251947194725147e-02,authoritative_multiplier_table+rtp_solver,mode=normal_expert_9
normal,Expert,9,3,0.200000,2.346528378982888630e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_9
normal,Expert,9,4,0.100000,2.380912899201598487e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_9
normal,Expert,9,5,0.100000,2.380912899201598487e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_9
normal,Expert,9,6,0.200000,2.346528378982888630e-01,authoritative_multiplier_table+rtp_solver,mode=normal_expert_9
